,Club,Age,Height,National,Positions,TotAD,WonAD,LostAD,CrAss,CorAss,ThrbAss,FreAss,ThrInAss,OthAss,TotAss,BlkSh,BlkCr,BlkPs,YelC,RedC,TotClr,UnDrib,SucDrib,TotDrib,Fouled,Fouls,TotGs,SYBGs,PAGs,OOBGs,TotInt,TotKPs,LKPs,SKPs,COF,TotPs,AccLB,InAccLB,AccSP,InAccSP,UnTch,Dispo,TotSav,SYBSav,PASav,OOBSav,TotSh,OOBSh,SYBSh,PASh,TotTkl,DribPast,TotAttTkl,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,League,CLB,Main_position,Foot,Contract,Market_Value
248,Inter,27 years old (22-08-1997),"1,74m",Argentina,Forward,2.5,1.2,1.3,-,-,-,-,-,0.1,0.1,0.1,-,0.6,-,-,0.5,1,0.5,1.5,1.4,1.3,0.4,0.3,-,,0.3,1.2,-,1.2,0.7,19.7,0.9,0.3,14.2,4.3,2.3,1.7,-,-,-,-,3.3,0.6,0.5,2.2,1,0.4,1.4,Lautaro Martinez,31,2579,12,3,1,-,3.3,76.6,1.2,4,7.13,SerieA,Inter Milan,Centre-Forward,right,"Jun 30, 2029",€95.00m
249,Parma Calcio 1913,26 years old (14-01-1999),"1,88m",Argentina,Defender (Centre),2.2,1.2,1.1,-,-,-,-,-,-,-,0.6,0.1,0.7,0.2,-,4.8,0.1,-,0.1,0.2,1.2,0.1,-,-,,0.6,0.2,0.1,0.1,-,41.3,2.1,3.4,33.2,2.6,0.4,-,-,-,-,-,0.4,0.2,0.1,0.2,0.9,-,0.9,Lautaro Valenti,15(2),1346,1,-,4,-,0.4,85.5,1.2,1,6.63,SerieA,Parma Calcio 1913,Centre-Back,left,"Jun 30, 2027",€1.50m
250,Atalanta,23 years old (24-02-2002),"1,84m",Serbia,Attacking Midfielder (Centre),0.7,0.1,0.6,-,-,-,-,-,-,-,-,0.1,0.2,0.1,-,0.1,1.1,0.9,2,0.3,0.6,0.1,-,-,,0.1,1,0.2,0.8,-,20.1,1.5,0.4,15.5,2.8,1.1,0.6,-,-,-,-,1.1,0.5,-,0.6,0.6,0.4,1,Lazar Samardzic,6(23),1039,2,1,3,-,1.1,84.4,0.1,1,6.54,SerieA,Atalanta BC,Central Midfield,left,"Jun 30, 2025",€20.00m
251,Roma,30 years old (29-06-1994),"1,80m",Argentina,Defensive Midfielder (C),0.6,0.4,0.2,0.1,0.1,-,-,-,-,0.1,0.2,0.1,0.5,0.2,-,1.4,-,0.2,0.2,0.7,0.7,0.1,0.1,-,,1,1,0.4,0.6,-,53,3.3,1.9,45.1,2.8,0.3,0.1,-,-,-,-,1,0.8,-,0.2,1.3,0.7,2,Leandro Paredes,13(7),1205,1,1,4,-,1,91.2,0.4,-,6.77,SerieA,AS Roma,Defensive Midfield,right,"Jun 30, 2026",€5.00m
252,Cagliari,36 years old (26-11-1988),"1,88m",Italy,Forward,4.2,2.2,2,-,-,-,-,-,-,-,-,-,0.1,0.2,-,0.1,-,-,-,0.2,1,0.1,-,-,,-,0.4,-,0.4,0.3,6.1,-,0.2,3.6,2.4,0.7,-,-,-,-,-,0.7,0.1,0.2,0.4,-,-,-,Leonardo Pavoletti,1(24),408,2,-,4,-,0.7,58.8,2.2,1,6.24,SerieA,Cagliari Calcio,Centre-Forward,right,"Jun 30, 2026",€700k
253,Napoli,32 years old (25-03-1993),"1,86m",Italy,"Defender (Left, Right), Midfielder (Left)",0.3,0.1,0.1,-,-,-,-,-,-,-,-,0.1,0.4,-,-,1,1.3,0.9,2.2,0.4,0.2,-,-,-,,0.2,1,0.1,0.9,-,23.3,1.1,1,18.7,2.5,0.6,0.6,-,-,-,-,0.4,0.1,-,0.3,0.5,0.4,1,Leonardo Spinazzola,13(10),1170,1,1,1,-,0.4,84.7,0.1,-,6.55,SerieA,SSC Napoli,Left-Back,right,"Jun 30, 2026",€3.50m
254,Bologna,25 years old (24-08-1999),"1,81m",Scotland,Midfielder (Centre),1.5,0.6,0.9,-,-,-,-,-,0.1,0.1,0.2,-,0.3,-,-,0.7,0.3,0.2,0.5,0.9,1.8,0.1,0.1,-,,0.2,0.8,0.1,0.7,0.1,34,1.4,0.9,28.7,3,0.8,0.5,-,-,-,-,0.2,0.2,-,0.1,1.4,0.5,1.8,Lewis Ferguson,7(6),712,1,1,-,-,0.2,88.5,0.6,-,6.58,SerieA,Bologna FC 1909,Central Midfield,right,"Jun 30, 2028",€24.00m
255,Empoli,29 years old (25-04-1996),"1,83m",Scotland,Attacking Midfielder (Centre),1,0.4,0.6,0.1,-,-,-,-,-,0.1,0.2,-,0.4,0.3,-,1.2,0.1,0.2,0.3,0.6,2.3,-,-,-,,0.5,0.9,0.2,0.7,0.1,25.3,1.3,1.6,18.5,3.8,0.6,0.2,-,-,-,-,0.5,0.5,-,-,1.2,0.9,2.1,Liam Henderson,24(9),2158,-,3,10,-,0.5,78.4,0.4,-,6.34,SerieA,FC Empoli,Central Midfield,right,"Jun 30, 2025",€1.80m
256,Empoli,24 years old (27-09-2000),"1,83m",New Zealand,"Defender (Centre, Left), Midfielder (Centre, Left)",2.7,1.2,1.4,-,-,-,-,-,0.1,0.1,0.3,0.2,0.6,0.2,-,1.7,1,0.4,1.4,0.6,0.8,0.1,-,-,,0.7,0.7,0.2,0.5,0.2,22.7,1.3,1.9,15.8,3.8,1,0.5,-,-,-,-,0.8,0.3,0.1,0.5,1.1,0.3,1.4,Liberato Cacace,20(9),1914,2,3,5,-,0.8,75.2,1.2,-,6.47,SerieA,FC Empoli,Left-Back,left,"Jun 30, 2026",€3.00m
257,Genoa,19 years old (27-09-2005),"1,85m",Israel,Midfielder,0.6,0.1,0.4,-,-,-,-,-,-,-,0.1,-,0.4,0.3,-,0.3,0.6,0.1,0.7,0.4,0.6,-,-,-,,0.3,0.3,0.1,0.1,-,8.6,1,0.7,6.3,0.6,0.9,0.1,-,-,-,-,0.7,0.3,0.1,0.3,0.6,0.4,1,Lior Kassa,2(5),205,-,-,2,-,0.7,85,0.1,-,6.19,SerieA,Genoa CFC,Defensive Midfield,right,"Jun 30, 2025",€1.50m
258,Juventus,26 years old (06-10-1998),"1,89m",England,"Defender (Centre, Left)",5.5,3.3,2.2,-,-,-,-,-,-,-,0.6,0.1,0.4,0.1,-,4,0.1,-,0.1,0.4,1.1,-,-,-,,0.1,0.3,0.1,0.2,-,55.2,1.6,4,44.8,4.8,0.5,0.3,-,-,-,-,0.7,0.2,0.1,0.4,1,0.2,1.2,Lloyd Kelly,9(1),835,-,-,1,-,0.7,84.1,3.3,-,6.48,SerieA,Juventus FC,Centre-Back,left,"Jun 30, 2025",€18.00m
259,Empoli,23 years old (08-03-2002),"1,83m",Italy,"Attacking Midfielder (Centre), Forward",5.1,1.6,3.5,-,-,-,-,-,0.1,0.1,0.1,-,0.9,0.1,-,0.4,0.7,0.7,1.4,1.1,1.2,0.1,0.1,-,,0.1,0.6,0.1,0.5,0.2,13.8,0.6,0.4,8.8,3.9,2.4,1.4,-,-,-,-,1.6,0.5,0.1,0.9,0.8,0.4,1.2,Lorenzo Colombo,25(9),2132,5,2,3,-,1.6,68.2,1.6,-,6.45,SerieA,FC Empoli,Centre-Forward,left,"Jun 30, 2025",€6.00m
260,Bologna,36 years old (23-05-1988),"1,87m",Italy,"Defender (Right), Midfielder (Right)",1.7,0.8,0.9,-,-,-,-,-,-,-,0.2,0.1,0.5,0.1,-,1.8,0.2,0.1,0.3,0.5,1.1,0.1,0.1,-,,0.5,0.3,0.1,0.3,-,23.2,1.5,1.2,16.8,3.7,0.3,0.1,-,-,-,-,0.5,-,-,0.5,0.7,0.5,1.3,Lorenzo De Silvestri,11(4),843,1,-,1,-,0.5,79,0.8,1,6.49,SerieA,Bologna FC 1909,Right-Back,right,"Jun 30, 2025",€400k
261,Udinese,24 years old (10-09-2000),"2,01m",Italy,Forward,4,1.7,2.2,-,-,-,-,-,-,-,-,-,0.5,0.3,-,0.8,0.4,0.4,0.7,1.5,1.9,0.3,0.3,-,,0.2,0.5,-,0.5,0.5,11.5,0.3,0.1,7.2,3.9,2.2,0.9,-,-,-,-,1.9,0.3,0.1,1.5,0.3,0.2,0.5,Lorenzo Lucca,26(5),2241,10,1,9,-,1.9,65.2,1.7,1,6.64,SerieA,Udinese Calcio,Centre-Forward,right,"Jun 30, 2028",€22.00m
262,Verona,29 years old (20-02-1996),"1,91m",Italy,Goalkeeper,0.4,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,-,-,-,0.2,-,-,-,-,,-,-,-,-,-,26.8,6.4,14.8,5.6,-,-,-,2.8,0.2,1.5,1.2,-,-,-,-,-,0.1,0.1,Lorenzo Montipo,33,2970,-,-,-,-,-,44.7,0.3,1,6.41,SerieA,Hellas Verona,Goalkeeper,right,"Jun 30, 2026",€3.00m
263,Roma,28 years old (19-06-1996),"1,86m",Italy,"Midfielder (Centre, Left)",1.3,0.5,0.8,-,-,-,-,-,-,-,-,-,0.3,0.2,-,0.9,0.6,0.4,1,1.1,1,0.1,0.1,-,,0.2,1.1,0.3,0.8,0.2,23.5,0.7,0.6,19.1,3.2,1.1,0.7,-,-,-,-,1.7,0.8,0.1,0.8,1,0.4,1.4,Lorenzo Pellegrini,19(5),1590,2,1,4,-,1.7,83.9,0.5,-,6.51,SerieA,AS Roma,Attacking Midfield,right,"Jun 30, 2026",€14.00m
264,Lazio,21 years old (08-09-2003),"1,80m",France,"Attacking Midfielder (Centre, Right), Forward",1.3,0.2,1.1,-,-,-,-,-,-,-,-,-,0.2,0.1,-,0.5,0.2,0.2,0.4,0.3,0.4,-,-,-,,0.2,0.4,-,0.4,-,8.8,0.2,0.3,6.5,1.8,1.1,0.3,-,-,-,-,1,0.3,-,0.6,0.3,0.3,0.6,Loum Tchaouna,6(18),651,1,-,2,1,1,76.3,0.2,-,6.13,SerieA,SS Lazio,Right Winger,left,"Jun 30, 2029",€10.00m
265,Monza,34 years old (01-02-1991),"1,86m",Italy,"Defender (Centre, Left)",2.2,1.3,0.9,-,-,-,-,-,-,-,0.5,0.1,0.2,0.4,-,3.3,-,0.1,0.1,1.3,1.5,-,-,-,,0.9,0.2,0.1,0.1,0.1,45.4,2.1,2.2,38.5,2.6,0.2,0.1,-,-,-,-,0.3,0.1,-,0.2,0.8,0.3,1.1,Luca Caldirola,8(3),745,-,-,4,-,0.3,89.4,1.3,-,6.41,SerieA,AC Monza,Centre-Back,left,"Jun 30, 2025",€800k
266,Empoli,20 years old (23-07-2004),"1,86m",Italy,Defender (Centre),3.7,1.7,1.9,-,-,-,-,-,-,-,0.5,0.1,0.4,-,0.1,3.5,0.2,0.1,0.3,0.3,0.7,-,-,-,,1.2,0.1,0.1,-,-,22.3,2.3,2.7,15.3,2,0.4,0.2,-,-,-,-,0.3,0.1,0.1,0.1,1.5,0.4,1.9,Luca Marianucci,9(6),840,-,-,-,1,0.3,79,1.7,-,6.45,SerieA,FC Empoli,Centre-Back,right,-,€5.00m
267,Lazio,26 years old (07-03-1999),"1,78m",Italy,"Defender (Left), Midfielder (Left)",0.7,0.4,0.4,0.2,-,-,0.1,-,0.1,0.2,0.1,0.4,0.4,0.2,-,1.1,0.7,0.5,1.3,0.5,0.8,-,-,-,,0.8,0.9,0.2,0.7,-,22.6,1.3,1.5,16.8,2.9,0.8,0.5,-,-,-,-,0.6,0.4,-,0.2,1.1,0.6,1.7,Luca Pellegrini,8(11),883,-,4,3,-,0.6,80.2,0.4,-,6.7,SerieA,SS Lazio,Left-Back,left,"Jun 30, 2025",€2.50m
268,Fiorentina,26 years old (23-04-1999),"1,87m",Italy,"Defender (Centre, Left), Midfielder (Left)",3,1.3,1.6,-,-,-,-,-,0.1,0.1,0.9,0.1,0.4,0.2,-,4.2,0.3,0.3,0.5,0.6,0.7,-,-,-,,0.8,0.4,0.2,0.2,-,48.3,3.6,4.1,38.3,2.4,0.3,0.1,-,-,-,-,0.3,0.1,-,0.2,1.1,0.1,1.2,Luca Ranieri,32(1),2807,1,2,5,-,0.3,86.7,1.3,1,6.77,SerieA,ACF Fiorentina,Centre-Back,left,"Jun 30, 2028",€12.00m
269,Fiorentina,24 years old (29-03-2001),"1,76m",Argentina,"Attacking Midfielder (Centre), Forward",2.5,0.8,1.7,-,-,-,-,-,0.1,0.1,0.1,0.1,0.4,0.1,-,0.4,0.5,0.5,1,1.5,0.8,0.2,0.1,-,,0.1,0.9,-,0.9,0.1,17.8,0.5,0.5,13.6,3.2,1.2,1.3,-,-,-,-,0.9,0.2,0.1,0.6,0.7,0.4,1.1,Lucas Beltran,19(11),1766,5,4,4,-,0.9,78.8,0.8,-,6.57,SerieA,ACF Fiorentina,Attacking Midfield,right,"Jun 30, 2028",€18.00m
270,Roma,21 years old (05-08-2003),"1,85m",France,Defensive Midfielder (C),1,-,1,-,-,-,-,-,-,-,0.3,-,-,0.5,-,0.3,0.8,-,0.8,1,1.8,-,-,-,,-,0.3,-,0.3,0.3,23,0.5,0.5,20.5,1.5,-,1.3,-,-,-,-,0.5,0.3,-,0.3,1.8,1,2.8,Lucas Gourna Douath,2(2),189,-,-,2,-,0.5,91.3,-,-,6.29,SerieA,AS Roma,Defensive Midfield,right,"Jun 30, 2025",€8.00m
271,Como,23 years old (09-06-2001),"1,74m",France,"Midfielder (Centre, Right)",1.2,0.5,0.7,-,-,-,-,-,-,0.1,0.1,-,0.4,0.1,-,0.9,0.5,0.3,0.8,0.7,0.6,0.1,-,0.1,,0.4,1.5,0.4,1.1,-,42.4,1.7,1.1,35.3,4.3,0.6,0.5,-,-,-,-,1,0.6,-,0.3,1.2,0.5,1.7,Lucas Da Cunha,26(6),2297,3,2,4,-,1,87.4,0.5,-,6.68,SerieA,Como 1907,Central Midfield,left,"Jun 30, 2029",€7.00m
272,AC Milan,27 years old (23-12-1997),"1,82m",Serbia,Forward,0.9,0.5,0.5,-,-,-,-,-,-,-,0.1,-,0.1,0.1,-,0.2,0.1,0.4,0.5,0.5,0.4,0.2,0.1,-,,0.1,0.8,-,0.8,-,8,0.2,-,6.7,1.1,0.5,0.2,-,-,-,-,0.8,0.1,0.1,0.6,-,-,-,Luka Jovic,3(8),347,2,-,1,-,0.8,86.4,0.5,1,6.4,SerieA,AC Milan,Centre-Forward,right,"Jun 30, 2025",€2.50m
273,Bologna,33 years old (05-05-1991),"1,88m",Poland,Goalkeeper,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8,-,-,-,0.2,-,-,-,-,,-,-,-,-,-,36.3,6,8.6,21.4,0.3,-,-,1.9,0.1,1.3,0.5,-,-,-,-,-,0.1,0.1,Lukasz Skorupski,24,2095,-,-,1,-,-,75.4,0.1,-,6.47,SerieA,Bologna FC 1909,Goalkeeper,right,"Jun 30, 2026",€2.50m
274,Udinese,25 years old (28-08-1999),"1,98m",Nigeria,Goalkeeper,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8,-,-,-,-,-,-,-,-,,-,-,-,-,-,31.6,5.9,7.3,18.3,0.1,-,-,2.8,0.2,1.8,0.8,-,-,-,-,-,-,-,Maduka Okoye,21,1890,-,-,1,-,-,76.4,0.3,-,6.54,SerieA,Udinese Calcio,Goalkeeper,right,"Jun 30, 2028",€7.50m
275,AC Milan,23 years old (08-08-2001),"1,94m",Germany,Defender (Centre),3.5,2.2,1.3,-,-,-,-,-,-,-,0.6,-,0.1,0.1,-,3.5,-,0.1,0.2,0.3,1.1,-,-,-,,0.7,0.2,-,0.2,-,57.8,3.3,1.6,50.7,2.2,0.3,0.1,-,-,-,-,0.3,-,-,0.3,1.1,0.2,1.3,Malick Thiaw,19(2),1727,-,-,2,-,0.3,93.4,2.2,1,6.64,SerieA,AC Milan,Centre-Back,right,"Jun 30, 2027",€20.00m
276,Parma Calcio 1913,22 years old (10-05-2002),"1,80m",Belgium,Defensive Midfielder (C),0.9,0.5,0.4,-,-,-,-,-,0.1,0.1,0.2,-,0.3,0.2,-,0.9,0.5,0.5,1,1.2,0.9,-,-,-,,0.7,0.6,0.1,0.5,-,24.2,0.9,0.4,21.1,1.8,1,0.6,-,-,-,-,0.2,0.2,-,-,1.3,0.5,1.8,Mandela Keita,20(6),1555,-,2,4,1,0.2,90.8,0.5,-,6.39,SerieA,Parma Calcio 1913,Defensive Midfield,right,"Jun 30, 2029",€11.00m
277,Roma,23 years old (17-05-2001),"1,85m",France,Defensive Midfielder (C),1.6,0.6,1,-,-,-,-,-,-,-,0.1,-,0.7,0.2,-,0.6,1.2,0.6,1.8,2.4,0.9,0.1,-,-,,0.6,0.5,-,0.5,0.1,37.1,1.2,0.5,32.6,2.9,1.6,1.3,-,-,-,-,1,0.4,-,0.6,1.2,0.7,1.8,Manu Kone,27(3),2225,2,1,6,-,1,90.9,0.6,-,6.59,SerieA,AS Roma,Central Midfield,right,"Jun 30, 2029",€35.00m
278,Lazio,31 years old (29-11-1993),"1,74m",Italy,"Defender (Right), Midfielder (Right)",0.8,0.3,0.5,-,-,-,-,-,-,-,0.2,0.4,0.2,0.1,-,0.4,0.4,0.6,1,1.1,0.5,-,-,-,,0.4,0.7,0.2,0.5,-,22.1,0.6,0.4,18.6,2.5,1.1,0.3,-,-,-,-,0.3,0.2,-,-,1.1,0.4,1.5,Manuel Lazzari,16(8),1385,-,1,3,-,0.3,86.8,0.3,-,6.41,SerieA,SS Lazio,Right Midfield,right,"Jun 30, 2027",€4.00m
279,Juventus,27 years old (08-01-1998),"1,85m",Italy,Midfielder (Centre),1.7,1,0.7,-,-,-,-,-,0.1,0.1,0.5,0.2,1,0.2,-,1.8,0.4,0.2,0.6,0.6,1.3,-,-,-,,0.7,0.7,0.1,0.7,-,67.4,4.9,2.3,55.1,5.1,0.6,0.3,-,-,-,-,0.7,0.5,-,0.2,2,0.6,2.6,Manuel Locatelli,30(2),2486,1,2,7,-,0.7,89.1,1,1,6.87,SerieA,Juventus FC,Defensive Midfield,right,"Jun 30, 2028",€28.00m
280,Atalanta,25 years old (20-01-2000),"1,88m",Italy,Midfielder (Centre),0.8,0.4,0.4,-,-,-,-,-,-,0.1,-,-,0.5,-,-,0.2,0.6,0.3,0.9,0.3,0.8,0.1,0.1,-,,0.1,0.2,-,0.2,0.1,13,0.2,0.3,10.4,2.1,1,0.8,-,-,-,-,0.7,0.1,0.2,0.4,0.6,0.1,0.7,Marco Brescianini,7(18),841,3,2,1,-,0.7,81.8,0.4,-,6.34,SerieA,Atalanta BC,Central Midfield,left,"Jun 30, 2025",€8.00m
281,Atalanta,24 years old (01-07-2000),"1,91m",Italy,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,-,-,-,0.1,-,-,-,-,,-,-,-,-,-,26.7,4.8,7.9,14,0.1,-,-,2.6,0.1,1.5,0.9,-,-,-,-,-,-,-,Marco Carnesecchi,31,2790,-,-,1,-,-,70.3,0.2,3,6.83,SerieA,Atalanta BC,Goalkeeper,right,"Jun 30, 2028",€25.00m
282,Atalanta,20 years old (03-03-2005),"1,86m",Italy,Midfielder,0.3,0.1,0.1,-,-,-,-,-,-,-,-,-,0.3,-,-,0.4,0.7,0.1,0.9,0.9,0.1,-,-,-,,-,0.3,-,0.3,-,8,-,0.1,6.6,1.3,0.3,-,-,-,-,-,-,-,-,-,0.7,-,0.7,Marco Palestra,0(7),99,-,-,-,-,-,82.1,0.1,-,6.23,SerieA,Atalanta BC,Right Midfield,right,-,€3.00m
283,Lecce,25 years old (04-06-1999),"1,82m",Italy,Defender,0.4,0.1,0.3,-,-,-,-,-,-,-,-,0.1,0.3,0.4,-,1,0.1,0.1,0.3,0.1,0.6,-,-,-,,0.1,0.1,-,0.1,-,15.8,0.5,1.5,11.8,2,0.1,0.1,-,-,-,-,-,-,-,-,1.1,0.4,1.5,Marco Sala,3(5),259,-,-,3,-,-,77.8,0.1,-,6.05,SerieA,US Lecce,Left-Back,left,"Jun 30, 2025",€1.00m
284,Empoli,34 years old (02-03-1991),"1,91m",Italy,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,-,-,-,-,-,-,-,-,,-,-,-,-,-,26.4,7.6,10.8,8,-,-,-,3.2,0.2,2,1,-,-,-,-,-,0.4,0.4,Marco Silvestri,5,450,-,-,-,-,-,59.1,0.2,-,6.25,SerieA,FC Empoli,Goalkeeper,right,"Jun 30, 2025",€500k
285,AC Milan,32 years old (10-05-1992),"1,92m",Italy,Goalkeeper,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,-,-,-,-,-,,-,-,-,-,-,26,4,4,17.5,0.5,-,-,2,-,0.5,1.5,-,-,-,-,-,-,-,Marco Sportiello,1(1),125,-,-,-,-,-,82.7,-,-,6.32,SerieA,AC Milan,Goalkeeper,right,"Jun 30, 2027",€1.50m
286,Torino,24 years old (16-07-2000),"1,84m",Norway,"Defender (Left, Right), Midfielder (Right)",0.9,0.2,0.7,-,-,-,-,-,-,-,0.1,0.3,0.3,0.1,-,0.9,0.7,0.2,0.9,0.2,0.6,-,-,-,,0.5,0.3,0.1,0.1,0.1,13.5,0.6,0.5,10,2.5,0.8,0.4,-,-,-,-,0.3,0.1,-,0.2,0.4,0.2,0.7,Marcus Pedersen,15(12),1355,-,-,3,-,0.3,77.8,0.2,-,6.17,SerieA,Torino FC,Right Midfield,right,"Jun 30, 2025",€3.50m
287,Inter,27 years old (06-08-1997),"1,92m",France,"Attacking Midfielder (Left), Forward",2.6,1.5,1.1,-,-,-,-,-,0.1,0.1,0.1,-,0.4,-,-,0.5,0.9,0.7,1.6,1.1,0.8,0.5,0.4,-,,0.1,1.3,-,1.2,0.4,16.7,0.1,0.2,12.3,4,1.7,0.9,-,-,-,-,2.1,0.2,0.2,1.7,0.6,0.4,0.9,Marcus Thuram,26(5),2209,14,4,1,-,2.1,74.7,1.5,5,7.25,SerieA,Inter Milan,Centre-Forward,right,"Jun 30, 2028",€75.00m
288,Fiorentina,27 years old (11-09-1997),"1,93m",Croatia,Defender (Centre),2.1,1.4,0.7,-,-,-,-,-,-,-,0.4,0.1,0.4,0.1,0.1,3.9,0.1,0.4,0.6,0.3,1.3,-,-,-,,0.7,0.3,0.1,0.2,-,37.7,2.3,1.8,31.2,2.4,0.5,0.3,-,-,-,-,0.1,-,0.1,-,0.9,0.1,1.1,Marin Pongracic,12(4),1159,-,-,1,1,0.1,88.7,1.4,-,6.52,SerieA,ACF Fiorentina,Centre-Back,right,"Jun 30, 2029",€10.00m
289,Venezia,27 years old (04-02-1998),"1,87m",Croatia,Defender (Centre),2.4,1.2,1.2,-,-,-,-,-,-,-,0.3,0.1,0.3,0.2,-,2.7,0.3,0.4,0.7,0.5,0.6,0.1,0.1,-,,1.1,0.1,0.1,0.1,-,34.2,1.9,1.7,27.6,3.1,0.5,0.3,-,-,-,-,0.2,0.1,-,0.1,1.1,0.1,1.3,Marin Sverko,11(4),1042,1,-,3,-,0.2,86.2,1.2,-,6.42,SerieA,Venezia FC,Centre-Back,left,"Jun 30, 2026",€1.20m
290,Genoa,34 years old (12-08-1990),"1,89m",Italy,Forward,0.7,0.3,0.3,-,-,-,-,-,-,-,-,-,-,0.3,-,0.2,-,-,-,0.3,0.3,-,-,-,,-,-,-,-,-,1.8,0.2,-,0.5,1.2,0.2,-,-,-,-,-,0.3,0.3,-,-,-,-,-,Mario Balotelli,0(6),57,-,-,2,-,0.3,36.4,0.3,-,6.02,SerieA,Genoa CFC,Centre-Forward,right,"Jun 30, 2025",€500k
291,Lazio,24 years old (29-08-2000),"1,85m",Spain,Defender (Centre),4.3,2.3,2.1,-,-,-,-,-,-,-,0.5,0.1,0.2,0.2,-,3.6,0.3,0.1,0.5,1,0.9,-,-,-,,0.9,0.4,-,0.4,-,65,3.6,1.8,56.1,3.5,0.5,0.3,-,-,-,-,0.4,0.1,-,0.3,1.8,0.5,2.4,Mario Gila,28,2453,1,-,6,-,0.4,91.9,2.3,1,6.81,SerieA,SS Lazio,Centre-Back,right,"Jun 30, 2027",€28.00m
292,Atalanta,30 years old (09-02-1995),"1,88m",Croatia,"Midfielder (Centre, Left, Right), Forward",1.9,1,0.9,-,-,-,-,-,0.1,0.1,0.1,-,0.5,-,-,0.9,0.4,0.1,0.6,0.3,0.6,0.1,0.1,-,,0.4,1,-,1,0.1,41.6,1.6,1,35,3.9,0.8,0.7,-,-,-,-,1.5,0.2,0.2,1.1,0.8,0.5,1.3,Mario Pasalic,22(8),1829,3,3,1,-,1.5,88.1,1,1,6.58,SerieA,Atalanta BC,Central Midfield,right,"Jun 30, 2025",€13.00m
293,Inter,36 years old (19-04-1989),"1,90m",Austria,"Attacking Midfielder (Centre, Left, Right), Forward",1.1,0.7,0.5,-,-,0.1,-,-,0.1,0.1,-,-,0.1,0.1,-,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.1,-,,0.1,0.5,0.1,0.4,0.4,8.3,0.1,0.1,6.1,2.1,0.7,0.2,-,-,-,-,0.8,-,0.4,0.4,0.5,0.1,0.6,Marko Arnautovic,4(11),447,4,2,2,-,0.8,74.4,0.7,1,6.48,SerieA,Inter Milan,Centre-Forward,both,"Jun 30, 2025",€3.50m
294,Atalanta,34 years old (29-03-1991),"1,85m",Netherlands,"Defender (Centre), Defensive Midfielder (C)",2.1,1.3,0.8,-,-,-,-,-,0.1,0.1,0.2,0.1,0.8,0.2,-,1.6,0.2,0.1,0.3,0.6,1.3,0.1,0.1,0.1,,1.3,0.7,0.1,0.6,-,61.3,3.1,3.1,50.5,4.5,0.6,0.3,-,-,-,-,0.4,0.3,-,0.2,2,1,3,Marten De Roon,31(2),2789,4,3,5,-,0.4,87.5,1.3,-,6.97,SerieA,Atalanta BC,Defensive Midfield,right,"Jun 30, 2026",€7.00m
295,Bologna,27 years old (24-01-1998),"1,93m",Croatia,Defender (Centre),2.6,1.4,1.1,-,-,-,-,-,-,-,0.6,0.1,0.1,-,-,1.1,0.1,-,0.1,1,1,-,-,-,,0.3,-,-,-,-,32.1,2.7,1,26.6,1.9,0.3,-,-,-,-,-,0.9,0.1,-,0.7,0.3,0.1,0.4,Martin Erlic,4(3),303,-,-,-,-,0.9,91.1,1.4,-,6.42,SerieA,Bologna FC 1909,Centre-Back,right,"Jun 30, 2029",€5.00m
296,Verona,27 years old (04-01-1998),"1,79m",Denmark,Defender,2.3,1.1,1.1,-,-,-,-,-,-,-,0.1,-,0.3,-,-,2,0.1,-,0.1,1,1,-,-,-,,1,0.6,0.3,0.3,-,21.9,1.3,3.3,14.7,2.6,0.1,-,-,-,-,-,0.1,0.1,-,-,1.9,0.4,2.3,Martin Frese,3(4),354,-,-,-,-,0.1,73.2,1.1,-,6.52,SerieA,Hellas Verona,Left-Back,left,"Jun 30, 2027",€2.00m
297,Udinese,26 years old (11-09-1998),"1,82m",Argentina,Attacking Midfielder (Centre),1.8,0.9,0.9,-,-,-,-,-,-,-,0.1,0.1,0.5,0.2,-,0.4,1.5,1.1,2.7,1.6,1.3,-,-,-,,0.5,0.6,0.1,0.5,-,16.1,0.7,0.8,12.6,2.1,1.1,0.5,-,-,-,-,1.2,0.8,-,0.4,1,0.3,1.3,Martin Payero,15(9),1323,1,1,5,-,1.2,82.2,0.9,1,6.57,SerieA,Udinese Calcio,Central Midfield,right,"Jun 30, 2027",€6.00m
